Jmag	Hmag	Ksmag	3.6mag	4.5mag	5.8mag	8.0mag	24mag	AKs	alpha	Cl
     	     	     	13.50	13.02	12.55	11.76	 8.35	     	-0.84	II
16.32	14.66	13.59	12.30	11.60	11.02	10.40	 7.75	 0.81	-0.66	II
     	13.26	11.87	10.25	 9.73	 9.31	 8.81	 6.91	 1.37	-1.20	II
16.55	15.06	14.22	13.67	13.22	12.80	12.26	     	 0.78	-1.22	II
     	15.53	14.20	13.03	12.36	11.61	10.66	     	 0.78	-0.10	II
     	14.06	     	 9.36	 8.60	 7.97	 7.44	 5.08	     	-0.64	II
15.62	14.25	13.61	13.05	12.61	12.14	11.28	     	 0.76	-0.81	II
     	     	     	12.95	12.45	11.88	10.99	     	     	-0.58	II
14.78	13.19	12.22	11.30	10.85	10.55	10.22	 7.17	 0.81	-1.61	II
     	     	     	15.13	14.05	13.41	12.77	     	     	-0.19	II
     	15.21	13.71	12.31	11.73	11.25	10.79	     	 1.43	-1.09	II
     	     	14.56	13.36	12.87	12.55	11.81	 8.59	     	-1.10	II
     	     	     	15.80	14.84	14.28	13.78	     	     	-0.57	II
     	     	     	13.60	12.75	12.58	11.96	     	     	-1.09	II
     	     	14.15	12.31	11.50	11.07	10.53	     	     	-0.85	II
16.79	15.14	14.25	13.41	12.86	12.40	12.03	     	 0.97	-1.25	II
     	15.60	14.22	12.93	12.37	11.91	11.04	 7.91	 1.19	-0.69	II
16.40	15.48	15.01	14.18	13.84	13.40	12.51	     	 0.19	-0.91	II
     	     	13.23	12.14	11.60	11.05	10.37	     	     	-0.79	II
     	     	14.26	12.06	10.90	10.28	 9.35	     	     	 0.17	II
     	     	14.18	11.03	10.15	 9.49	 9.23	     	     	-0.78	II
16.02	14.38	13.72	12.89	12.58	12.27	11.59	 7.91	 1.10	-1.36	II
13.81	12.35	11.43	10.18	 9.57	 9.09	 8.42	     	 0.64	-0.84	II
14.43	13.18	12.38	11.61	11.27	10.98	10.47	     	 0.43	-1.54	II
     	14.60	13.29	12.14	11.58	11.19	10.62	 7.18	 1.05	-1.12	II
     	     	     	13.83	13.17	12.63	11.66	 6.94	     	-0.38	II
14.94	13.67	13.14	12.08	11.68	11.24	10.65	     	 0.71	-1.19	II
16.51	14.75	13.72	12.53	12.03	11.59	11.06	 9.01	 1.01	-1.15	II
     	13.82	12.67	10.72	10.14	 9.77	 9.13	 6.71	 0.59	-1.04	II
14.91	13.40	12.75	12.06	11.69	11.21	10.60	     	 0.96	-1.13	II
15.75	14.21	13.32	12.07	11.52	11.10	10.41	     	 0.80	-0.95	II
15.40	13.83	12.86	11.47	10.92	10.32	 9.59	 7.05	 0.77	-0.66	II
     	     	     	13.82	13.14	12.67	11.98	     	     	-0.76	II
     	     	     	14.40	14.04	13.63	13.01	     	     	-1.24	II
10.79	10.09	 9.08	 6.75	 5.87	 4.94	 3.83	 1.24	 0.00	 0.52	II
14.86	13.55	13.02	12.09	11.70	11.47	10.21	     	 0.74	-0.74	II
     	     	14.98	14.23	13.77	13.21	12.93	     	     	-1.31	II
     	     	     	15.33	14.35	13.74	13.00	     	     	-0.21	II
     	     	     	13.64	12.86	12.29	11.42	 7.29	     	-0.33	II
     	14.54	13.26	11.46	10.77	10.17	 9.53	 7.02	 0.55	-0.62	II
     	13.09	12.24	11.25	10.79	10.48	 9.69	 6.26	 0.25	-1.08	II
     	15.97	14.71	13.79	13.29	12.91	12.32	     	 1.12	-1.17	II
     	     	     	14.87	14.36	14.15	13.24	     	     	-1.03	II
     	14.90	12.94	10.49	 9.51	 8.67	 7.95	 5.39	 1.27	 0.06	II
     	     	     	14.22	12.62	11.93	11.30	     	     	 0.37	II
14.41	13.16	12.73	12.27	12.05	11.69	11.33	     	 0.68	-1.72	II
14.98	13.60	12.85	11.91	11.47	10.91	10.07	     	 0.68	-0.71	II
     	15.45	14.62	13.61	13.06	12.64	12.08	     	 0.00	-1.10	II
15.80	14.36	13.65	12.75	12.35	11.94	11.32	 8.09	 0.79	-1.20	II
15.42	14.04	13.19	12.12	11.56	11.13	10.10	 6.10	 0.57	-0.56	II
     	     	15.04	13.20	12.72	12.25	11.92	     	     	-1.35	II
     	     	     	14.34	13.54	13.11	12.08	     	     	-0.32	II
16.14	14.57	13.78	12.86	12.38	11.94	10.85	     	 0.94	-0.55	II
14.25	12.93	12.22	11.28	10.82	10.51	 9.89	 7.54	 0.63	-1.28	II
14.76	13.13	12.08	10.55	 9.94	 9.31	 8.42	 5.16	 0.80	-0.38	II
15.08	     	     	12.10	11.47	10.99	 9.95	     	     	-0.41	II
14.74	     	     	11.53	11.07	10.54	 9.45	     	     	-0.45	II
     	14.64	12.94	10.15	 9.28	 8.64	 7.78	     	 0.99	-0.15	II
     	     	     	12.99	12.04	11.37	10.74	     	     	-0.28	II
15.91	14.56	13.76	12.35	11.83	11.25	10.26	     	 0.58	-0.43	II
     	     	15.04	13.22	12.37	11.88	11.34	     	     	-0.73	II
     	     	     	14.63	13.97	13.53	12.80	     	     	-0.78	II
     	14.35	12.44	10.85	10.20	 9.74	 9.37	     	 2.19	-1.15	II
13.86	12.51	11.74	10.71	10.21	 9.56	 8.26	     	 0.61	-0.01	II
16.85	14.86	13.72	12.40	11.86	11.32	10.63	 6.52	 1.27	-0.80	II
     	11.10	     	 8.34	 7.77	 7.29	 6.71	 3.78	     	-0.98	II
16.54	13.54	11.50	 9.75	 9.00	     	     	     	 2.05	     	II
15.79	13.77	12.48	11.11	10.46	10.07	 9.76	     	 1.19	-1.32	II
     	     	     	13.74	12.40	11.70	11.16	     	     	 0.03	II
14.69	10.97	 8.73	 6.92	 6.29	 5.51	 4.85	     	 3.03	-0.40	II
14.46	12.73	11.70	10.69	10.30	 9.90	 9.37	     	 0.95	-1.31	II
16.00	14.92	14.26	13.47	13.16	12.74	12.17	     	 0.28	-1.33	II
     	15.78	14.25	12.70	12.01	11.25	10.07	 5.27	 1.17	 0.18	II
     	     	15.05	13.27	12.50	11.82	11.01	     	     	-0.25	II
     	15.50	14.26	13.35	12.80	12.20	11.23	 7.52	 0.92	-0.40	II
     	     	     	13.38	12.65	12.15	11.72	     	     	-0.95	II
     	15.38	14.20	12.94	12.35	11.95	11.49	     	 0.63	-1.20	II
14.04	12.12	11.11	10.00	 9.46	 8.86	 7.96	 4.14	 1.28	-0.48	II
     	     	14.54	12.75	12.01	11.33	10.38	     	     	-0.13	II
     	15.13	13.85	12.70	12.16	11.61	10.89	     	 1.02	-0.75	II
     	15.79	13.65	11.92	10.94	10.35	 9.75	     	 1.68	-0.40	II
16.63	14.81	13.92	13.10	12.66	12.20	11.67	     	 1.23	-1.19	II
     	     	     	14.02	13.42	12.89	12.12	     	     	-0.67	II
16.53	15.49	14.45	13.71	13.22	12.61	11.53	 7.59	 0.00	-0.33	II
     	     	     	13.31	12.40	11.72	10.85	     	     	-0.05	II
     	     	14.09	12.66	12.11	11.53	10.75	 7.50	     	-0.64	II
     	15.37	14.64	13.61	13.13	12.74	12.13	     	 0.00	-1.15	II
     	     	15.01	13.37	12.59	11.91	11.18	     	     	-0.32	II
     	     	     	14.16	13.44	12.78	11.88	 7.60	     	-0.24	II
     	16.03	14.44	12.88	12.40	11.98	11.64	     	 1.98	-1.41	II
     	15.42	14.03	12.52	12.10	11.69	11.17	 8.03	 1.71	-1.29	II
     	     	13.66	12.22	11.73	11.21	10.39	 6.21	     	-0.73	II
14.63	13.00	11.96	10.97	10.46	10.06	 9.51	 6.38	 0.81	-1.17	II
15.97	14.17	13.19	12.00	11.51	11.08	10.19	 7.00	 1.12	-0.78	II
16.51	15.49	15.01	14.21	13.94	13.70	13.04	     	 0.34	-1.52	II
16.54	14.49	13.41	12.58	12.09	11.63	10.80	 7.63	 1.43	-0.81	II
15.67	     	     	13.31	13.15	12.83	12.27	     	     	-1.61	II
15.82	14.27	13.68	13.04	12.77	12.41	11.62	     	 1.00	-1.20	II
16.12	14.62	14.05	13.31	13.04	12.87	12.37	 7.89	 0.95	-1.78	II
16.50	15.08	14.29	13.16	12.63	12.30	11.47	     	 0.70	-0.95	II
15.23	13.89	13.27	11.79	11.34	10.94	10.25	 7.27	 0.73	-1.08	II
     	     	12.24	10.54	10.01	 9.37	 8.13	 3.61	     	-0.07	II
16.27	14.86	14.09	13.37	13.01	12.74	11.97	     	 0.69	-1.26	II
16.18	14.69	13.78	12.62	12.17	11.85	11.12	 8.97	 0.70	-1.14	II
16.44	15.16	14.75	14.01	13.74	     	     	     	 0.72	     	II
     	15.65	14.97	13.83	13.50	13.05	12.28	 8.83	 0.27	-1.05	II
     	15.43	14.22	13.04	12.53	12.39	11.79	     	 0.99	-1.49	II
13.42	11.89	10.58	 8.90	 8.34	 7.74	 6.93	 3.58	 0.39	-0.57	II
15.55	14.01	13.27	12.25	11.87	11.63	11.09	 7.45	 0.92	-1.53	II
15.98	14.44	13.62	12.57	12.15	12.03	     	     	 0.87	     	II
15.45	13.99	13.29	12.21	11.87	11.62	11.11	     	 0.86	-1.59	II
16.62	15.02	14.72	13.83	13.45	13.04	12.37	     	 1.05	-1.16	II
15.75	14.19	13.17	12.11	11.76	11.51	11.22	 8.43	 0.71	-1.83	II*
16.74	14.88	14.38	13.35	13.16	12.95	12.65	 8.82	 1.33	-2.02	II*
     	15.05	13.73	12.61	12.14	11.84	11.60	 9.40	 1.38	-1.70	II*
12.73	11.24	10.54	10.20	10.14	 9.99	 9.83	 6.22	 0.91	-2.40	II*
     	15.28	13.72	12.78	12.54	12.29	12.34	 7.99	 2.48	-2.31	II*
16.17	14.63	14.01	13.42	13.32	13.35	12.90	 9.35	 0.99	-2.28	II*
     	     	     	13.92	12.44	11.99	     	 5.33	     	     	I*
     	     	     	15.24	13.93	     	     	 5.19	     	     	I*
 9.38	 7.69	 6.35	 5.14	 4.35	 3.25	 2.58	     	 0.61	 0.18	I
     	15.81	13.71	11.48	10.39	 9.36	 8.36	 4.04	 1.22	 0.75	I
13.93	11.21	 8.74	 5.91	 5.00	 4.08	     	     	 1.21	     	I
14.30	12.24	10.02	 5.55	 4.41	 2.72	     	     	 0.40	     	I
     	14.62	12.94	11.28	10.37	     	     	     	 0.80	     	I
     	     	     	13.72	12.70	11.75	10.25	 7.01	     	 1.11	I
16.10	15.44	14.89	14.11	13.61	13.24	12.54	     	 0.00	-1.07	II
15.68	14.59	14.12	13.57	13.31	12.79	12.09	     	 0.45	-1.10	II
16.74	14.94	13.94	13.06	12.63	12.28	11.51	     	 1.13	-1.07	II
14.57	13.73	13.40	12.99	12.61	12.20	11.49	     	 0.22	-1.11	II
13.81	12.77	12.26	11.60	11.29	10.98	10.49	     	 0.36	-1.56	II
     	14.16	13.52	13.00	12.76	12.77	     	     	 0.47	     	II
15.29	14.35	14.05	13.46	13.02	12.67	     	     	 0.35	     	II
16.14	14.80	13.81	12.57	11.95	11.60	11.12	     	 0.39	-1.22	II
15.40	14.52	14.16	13.58	13.24	     	     	     	 0.24	     	II
15.38	13.28	11.85	10.21	 9.72	 9.20	 8.48	 4.32	 1.20	-0.84	II
11.25	11.09	10.95	10.33	 9.82	 8.92	 7.24	 1.27	 0.00	 0.75	II
15.01	14.01	13.36	12.50	12.19	     	     	     	 0.16	     	II
15.49	14.50	14.06	13.48	13.12	     	     	     	 0.35	     	II
13.21	11.93	11.16	10.28	 9.86	 9.38	 8.40	 4.66	 0.48	-0.68	II
12.90	11.83	11.22	10.37	 9.80	     	     	     	 0.31	     	II
15.14	13.40	12.53	11.94	11.74	11.56	10.92	     	 1.15	-1.68	II
     	     	     	13.54	13.00	12.62	12.04	     	     	-1.14	II
15.19	12.92	11.43	 9.74	 9.04	 8.47	 7.79	 4.26	 1.42	-0.62	II
16.66	15.18	14.25	13.49	13.04	12.78	12.06	     	 0.66	-1.24	II
10.11	 9.06	 8.17	 6.94	 6.48	 6.03	 5.35	 3.28	 0.03	-1.01	II
16.68	15.65	14.83	14.17	13.89	13.54	12.74	     	 0.05	-1.20	II
16.06	14.05	12.64	10.84	10.10	 9.43	 8.27	 3.47	 1.06	 0.08	II
     	     	     	14.13	13.67	13.25	12.20	     	     	-0.65	II
13.90	13.02	12.65	12.06	11.81	11.36	10.65	     	 0.23	-1.19	II
14.88	13.95	13.47	13.00	12.76	12.19	11.07	     	 0.23	-0.58	II
14.28	13.39	13.02	12.46	12.36	12.26	11.81	 7.02	 0.24	-2.11	II*
     	     	     	     	11.32	10.33	 9.39	 4.57	     	     	I*
16.93	15.67	14.28	12.68	11.92	11.14	10.19	     	 0.00	 0.02	I
     	     	     	10.94	10.00	 9.14	 8.24	 4.62	     	 0.25	I
     	     	12.96	 9.52	 7.88	 6.74	 5.79	 1.67	     	 1.38	I
     	     	     	11.16	10.00	 9.13	 8.55	     	     	 0.14	I
15.22	13.13	11.61	10.26	 9.54	 8.77	 7.49	 3.44	 1.10	 0.34	I
13.90	     	     	 6.60	 5.78	 4.84	 3.77	     	     	 0.43	I
     	14.93	13.85	12.11	11.55	     	     	     	 0.46	     	I
16.91	14.21	12.56	 9.73	 8.78	 8.05	     	     	 1.93	     	I
     	     	13.38	10.30	 9.26	 8.44	 7.50	     	     	 0.35	I
     	     	14.15	11.91	10.85	 9.90	 8.91	     	     	 0.59	I
16.30	14.81	13.91	12.95	12.50	11.94	10.94	     	 0.71	-0.52	II
16.52	15.24	14.33	13.06	12.53	12.24	     	     	 0.38	     	II
16.34	14.91	14.36	13.47	12.66	     	11.01	     	 0.88	     	II
     	14.82	14.02	13.21	12.74	12.46	     	     	 0.12	     	II
     	     	     	11.76	11.44	11.04	10.23	     	     	-1.07	II
16.16	15.04	14.38	13.62	13.25	12.80	     	     	 0.35	     	II
15.90	14.61	13.84	13.35	12.91	12.54	11.35	     	 0.52	-0.58	II
16.59	15.10	13.81	13.09	12.88	12.88	     	     	 0.35	     	II
15.49	13.96	13.33	12.38	11.90	11.56	10.90	     	 0.97	-1.17	II
     	     	     	11.16	10.64	10.13	 9.16	     	     	-0.55	II
12.86	11.92	11.52	11.15	10.89	10.23	     	     	 0.30	     	II
13.31	12.35	11.82	11.25	11.03	     	     	     	 0.19	     	II
16.11	14.33	13.44	12.43	12.11	     	     	     	 1.19	     	II
16.36	14.80	13.99	13.12	12.75	12.59	     	     	 0.91	     	II
15.84	14.63	14.24	13.43	13.09	12.57	11.57	     	 0.65	-0.69	II
16.65	14.93	14.24	13.32	12.92	12.41	     	     	 1.18	     	II
14.99	12.96	11.85	11.28	10.51	     	 8.68	     	 1.38	     	II
16.04	14.48	13.86	13.01	12.61	12.46	     	     	 1.01	     	II
     	14.70	14.10	12.92	12.41	12.15	     	     	 0.00	     	II
14.85	14.19	14.10	13.57	12.77	12.04	     	     	 0.06	     	II
15.01	13.55	12.73	11.82	11.49	11.24	10.64	     	 0.74	-1.51	II
     	14.72	13.07	11.26	10.61	 9.93	 9.11	     	 1.55	-0.35	II
     	15.34	14.76	13.42	12.96	12.18	11.12	     	 0.00	-0.15	II
16.24	14.11	13.16	11.82	11.32	     	     	     	 1.61	     	II
15.98	14.76	14.11	13.37	13.00	12.51	11.53	     	 0.51	-0.71	II
     	15.31	13.82	12.33	11.67	10.93	     	     	 1.14	     	II
14.21	12.57	11.51	10.10	 9.60	 9.13	 8.52	     	 0.80	-1.03	II
16.00	14.31	13.30	11.62	11.27	     	     	     	 0.93	     	II
16.21	14.07	13.12	12.14	11.59	11.14	     	     	 1.63	     	II
16.67	14.64	13.85	12.48	11.93	     	     	     	 1.50	     	II
     	15.16	14.24	13.42	13.05	     	     	     	 0.71	     	II
16.11	14.60	13.96	13.19	12.77	12.62	     	     	 0.96	     	II
     	     	     	14.14	13.23	12.67	11.18	     	     	 0.47	II
     	13.54	12.50	11.47	11.16	     	     	     	 1.17	     	II
     	14.28	12.84	11.05	10.47	 9.84	 8.96	     	 1.32	-0.43	II
16.50	14.90	     	13.10	12.53	12.02	11.09	     	     	-0.54	II
15.06	13.34	12.47	10.92	10.34	 9.80	     	     	 1.10	     	II
15.02	13.45	12.57	11.37	10.86	     	     	     	 0.85	     	II
15.32	13.86	13.32	11.92	11.57	     	     	     	 0.90	     	II
     	14.01	12.44	10.91	10.31	 9.00	     	     	 1.53	     	II
16.84	14.91	13.72	12.41	11.76	10.45	     	     	 1.14	     	II
15.54	13.98	13.15	11.51	11.15	     	     	     	 0.89	     	II
16.71	14.64	13.14	11.49	11.08	     	     	     	 1.07	     	II
15.51	14.09	13.23	11.86	11.12	     	     	     	 0.65	     	II
13.79	12.11	11.01	 9.62	 9.17	     	     	     	 0.84	     	II
15.12	13.53	12.72	11.21	10.50	     	     	     	 0.95	     	II
16.11	14.64	14.02	13.03	12.47	12.11	11.43	 7.38	 0.91	-1.04	II
14.05	12.64	11.82	10.71	10.14	     	     	     	 0.68	     	II
     	14.87	14.09	13.30	12.79	     	     	     	 0.00	     	II
     	     	     	13.73	12.97	12.35	11.58	 6.99	     	-0.39	II
10.76	 9.42	 8.33	 7.02	 6.48	 6.07	 5.56	     	 0.30	-1.18	II
14.77	12.68	11.36	 9.69	 9.16	 8.54	 7.72	     	 1.30	-0.56	II
16.70	14.95	14.36	12.99	12.41	     	     	     	 1.21	     	II
15.88	13.79	12.73	11.50	11.04	10.53	 9.75	     	 1.51	-0.82	II
12.87	11.53	10.55	 9.22	 8.84	 8.51	 7.67	 4.48	 0.39	-1.08	II
14.80	13.02	12.08	10.76	10.31	     	     	     	 1.13	     	II
14.79	13.07	12.18	11.16	10.51	 9.84	     	     	 1.08	     	II
     	15.31	     	13.73	13.42	13.07	12.66	     	     	-1.59	II
     	15.22	14.48	14.06	13.67	     	     	     	 0.22	     	II
     	15.22	13.81	12.06	11.42	10.91	     	     	 1.02	     	II
     	15.48	13.19	10.94	10.04	 9.47	 8.87	     	 2.29	-0.51	II
16.73	14.54	13.38	12.11	11.71	     	     	     	 1.59	     	II
16.93	14.49	13.33	12.56	12.36	12.04	11.32	     	 1.94	-1.40	II
     	     	     	13.54	12.75	12.31	11.61	 6.94	     	-0.68	II
     	15.65	14.17	11.76	11.01	10.33	 9.56	 6.45	 0.84	-0.32	II
13.40	12.63	12.35	12.06	11.93	11.78	10.97	 6.96	 0.14	-1.60	II*
12.74	 9.04	 7.09	 5.54	 5.02	 4.52	 4.37	 1.14	 3.24	-1.48	II*
     	     	     	13.94	     	12.59	     	 4.37	     	     	I*
14.61	12.17	10.35	 8.56	     	 7.20	     	 2.49	 1.38	     	I*
     	     	14.48	12.48	     	10.01	     	 4.31	     	     	I*
     	     	14.54	11.79	     	 9.58	     	 3.96	     	     	I*
     	     	     	13.56	     	 9.73	     	 3.20	     	     	I*
     	     	     	     	 8.69	 7.02	 5.82	 1.09	     	     	I*
     	 9.82	 9.57	 9.47	 9.23	 8.58	     	 2.69	 0.00	     	I*
     	     	     	14.61	13.30	12.35	11.56	 7.65	     	 0.62	I
12.50	10.19	 8.72	 6.81	 6.01	 5.24	 4.21	 0.67	 1.49	 0.14	I
     	     	     	13.55	11.22	 9.83	 8.63	 4.04	     	 2.69	I
10.56	 8.27	 6.46	 5.24	 4.35	 2.60	     	     	 1.14	     	I
     	14.68	13.15	10.64	 9.83	 9.11	 8.09	 4.49	 0.80	 0.08	I
     	     	     	14.07	13.18	12.44	11.64	     	     	-0.06	I
     	     	     	12.92	12.30	11.61	10.50	     	     	-0.04	II
16.53	14.27	12.84	11.06	10.49	 9.98	 9.61	 7.84	 1.44	-1.16	II
14.44	13.35	12.77	11.78	11.23	10.60	 9.55	 6.67	 0.37	-0.28	II
     	14.20	12.77	11.22	10.58	10.05	 9.20	 6.11	 1.08	-0.53	II
15.28	12.66	11.31	 9.87	 9.28	 8.64	 7.65	 3.91	 2.09	-0.29	II
     	15.11	13.09	11.36	10.59	10.02	 9.34	 6.68	 2.08	-0.54	II
     	15.27	14.24	13.33	12.91	12.47	11.91	 8.03	 0.82	-1.19	II
13.87	12.25	11.59	11.16	10.98	10.68	10.19	 6.74	 1.08	-1.70	II
     	15.41	13.85	12.48	11.90	11.33	10.75	 7.97	 1.59	-0.84	II
     	     	     	14.57	13.82	13.51	12.45	 6.78	     	-0.50	II
15.89	14.42	13.57	12.07	11.54	11.04	10.41	 8.26	 0.72	-0.93	II
     	     	     	14.55	14.11	13.64	12.79	     	     	-0.82	II
     	     	14.43	13.24	12.72	12.34	11.77	 8.60	     	-1.17	II
12.76	11.89	11.45	10.79	10.48	10.14	 9.58	 7.00	 0.15	-1.44	II
     	     	     	13.51	12.88	12.38	11.88	     	     	-0.97	II
14.22	12.39	11.49	10.48	10.05	 9.69	 9.10	 6.23	 1.25	-1.27	II
13.07	11.35	10.37	 8.69	 8.17	 7.75	 7.24	 4.41	 0.99	-1.19	II
14.83	13.33	12.49	11.32	10.69	10.30	 9.63	     	 0.77	-0.94	II
15.73	14.88	14.69	13.56	13.21	12.85	12.30	 8.43	 0.27	-1.39	II
12.84	     	11.69	11.40	11.23	10.92	10.37	 7.91	     	-1.63	II
     	     	14.29	12.22	11.42	10.64	 9.88	 7.06	     	-0.13	II
13.74	12.88	12.59	12.22	12.04	11.68	10.82	 8.55	 0.28	-1.22	II
     	13.75	12.28	10.34	 9.72	 9.12	 8.38	 3.73	 1.19	-0.58	II
13.94	12.26	11.24	10.14	 9.72	 9.42	 9.02	 6.51	 0.91	-1.56	II
13.85	12.80	12.23	11.38	10.95	10.58	 9.95	 7.73	 0.32	-1.21	II
     	14.95	12.99	10.78	10.08	 9.61	 9.18	 4.95	 2.16	-1.02	II
16.54	14.16	12.40	 9.94	 9.26	 8.72	 8.16	     	 1.34	-0.80	II
     	     	     	15.05	14.72	14.17	13.54	     	     	-1.06	II
15.49	14.20	13.29	12.35	11.96	11.74	11.00	     	 0.38	-1.33	II
     	13.61	13.19	11.87	11.27	     	     	     	 0.00	     	II
14.89	13.14	12.12	11.12	10.59	10.26	 9.21	     	 1.02	-0.69	II
13.78	12.79	12.25	11.31	10.94	     	     	     	 0.26	     	II
     	     	     	11.42	11.06	10.83	10.49	 6.83	     	-1.79	II
15.67	13.83	12.66	10.83	10.28	 8.83	     	     	 1.03	     	II
     	15.40	14.49	12.79	12.23	11.86	10.63	     	 0.08	-0.42	II
     	14.80	13.30	11.79	11.36	     	     	     	 1.93	     	II
12.66	11.65	11.04	 9.68	 9.25	 8.76	     	     	 0.21	     	II
14.26	13.26	12.60	11.66	11.03	10.92	     	     	 0.17	     	II
12.24	11.06	10.35	 9.23	 8.74	 8.43	 7.89	     	 0.39	-1.34	II
12.90	11.55	10.87	 9.96	 9.55	 9.10	 8.29	     	 0.69	-0.92	II
14.80	10.00	 7.57	 6.12	 5.93	 5.51	 5.34	     	 4.42	-1.88	II
12.75	11.87	11.39	10.52	10.09	 9.63	 8.90	 5.36	 0.13	-0.98	II
14.75	12.25	10.74	 9.08	 8.56	 7.95	 7.35	 4.81	 1.74	-0.83	II
13.06	11.74	11.01	 9.83	 9.36	 8.84	 8.33	 4.24	 0.59	-1.10	II
14.25	13.43	12.89	11.67	11.21	10.85	 9.97	     	 0.00	-0.92	II
13.56	12.65	12.12	11.39	10.98	10.47	 9.48	     	 0.13	-0.63	II
11.39	10.54	10.10	 9.02	 8.43	 7.73	 6.72	     	 0.12	-0.18	II
13.83	12.62	12.14	11.39	10.90	10.35	 9.56	 5.94	 0.64	-0.73	II
13.39	12.39	11.77	10.81	10.36	 9.88	 9.06	     	 0.18	-0.83	II
15.51	14.83	14.42	13.58	13.16	12.55	12.04	     	 0.00	-1.02	II
13.97	13.07	12.62	12.05	11.74	11.36	10.73	     	 0.19	-1.32	II
13.86	12.50	11.70	10.57	10.10	 9.71	 8.87	 5.61	 0.59	-0.91	II
12.71	11.78	11.10	10.52	 9.92	 9.48	 8.59	 5.31	 0.03	-0.66	II
13.80	12.99	12.52	11.76	11.39	11.08	10.39	     	 0.01	-1.28	II
15.21	13.37	12.36	11.61	11.28	10.81	 9.86	 5.77	 1.17	-0.82	II
13.87	12.97	12.58	12.03	11.78	11.39	10.72	 7.15	 0.25	-1.31	II
13.63	12.79	12.45	12.04	11.83	11.58	10.75	 8.01	 0.19	-1.36	II
16.15	15.49	15.03	14.36	14.02	13.68	12.96	     	 0.00	-1.24	II
12.71	11.75	11.30	10.35	10.03	 9.67	 9.06	 7.05	 0.28	-1.35	II
14.55	13.29	12.61	11.64	11.18	10.76	10.27	 7.91	 0.54	-1.26	II
12.07	11.08	10.45	 9.46	 9.05	 8.77	 8.01	 5.16	 0.16	-1.21	II
     	14.84	     	12.09	11.37	10.78	 9.86	 6.66	     	-0.31	II
13.98	12.96	12.42	11.73	11.36	11.07	10.25	 7.55	 0.28	-1.17	II
14.02	13.00	12.51	12.13	11.93	11.79	11.07	 6.36	 0.36	-1.65	II*
12.62	11.52	11.15	10.99	10.97	10.94	10.74	 5.01	 0.53	-2.55	II*
15.02	13.98	13.63	13.19	13.05	13.01	12.77	 8.02	 0.46	-2.38	II*
14.22	13.43	13.07	12.56	12.44	12.33	12.04	 9.19	 0.10	-2.25	II*
     	     	13.07	10.10	 8.49	 7.02	 5.60	     	     	 2.32	I
16.31	14.79	12.80	 9.95	 8.35	 7.05	 5.08	     	 0.00	 2.69	I
14.04	13.10	12.66	12.13	11.95	11.55	10.77	 8.01	 0.26	-1.24	II
     	     	     	14.27	13.64	12.98	12.34	     	     	-0.59	II
12.61	11.65	11.21	10.47	10.14	 9.83	 9.13	 5.49	 0.29	-1.31	II
13.51	12.31	11.66	10.76	10.29	 9.97	 9.36	     	 0.49	-1.26	II
12.98	11.95	11.58	10.73	10.34	 9.93	 9.30	     	 0.45	-1.20	II
13.49	12.42	11.91	11.13	10.72	10.16	 9.16	     	 0.41	-0.56	II
15.85	15.23	14.66	13.95	13.50	13.06	12.48	     	 0.00	-1.15	II
14.36	13.36	12.85	11.82	11.35	10.94	10.22	 8.09	 0.29	-1.01	II
15.92	15.06	14.23	13.17	12.76	12.34	11.69	 9.04	 0.00	-1.14	II
14.47	13.65	13.21	12.27	11.68	11.16	 9.96	 6.39	 0.08	-0.21	II
16.89	15.59	14.48	12.72	12.08	11.58	10.66	 7.98	 0.22	-0.51	II
     	     	     	13.36	     	11.51	     	 5.69	     	     	I*
     	     	14.77	12.93	10.72	10.44	10.22	 4.51	     	-0.04	I*
     	     	14.87	13.12	12.33	11.54	10.48	 6.01	     	 0.18	I
     	14.48	13.66	11.80	10.94	 9.95	 8.54	 5.18	 0.00	 0.92	I
16.62	15.46	14.34	11.33	 9.69	 8.28	 6.95	 3.24	 0.00	 2.17	I
     	13.24	10.89	 7.54	 6.59	 5.67	 5.06	     	 2.26	 0.02	I
     	     	14.34	10.55	 9.34	 8.41	 7.51	 3.55	     	 0.62	I
     	     	     	12.86	11.28	10.05	 8.96	 4.32	     	 1.60	I
     	     	     	14.23	13.33	12.59	11.56	 5.34	     	 0.20	I
16.17	15.02	14.63	13.68	13.23	12.91	12.40	 9.29	 0.58	-1.39	II
15.06	14.05	13.39	12.51	12.14	11.78	11.02	     	 0.17	-1.14	II
15.18	14.34	13.99	13.56	13.29	13.08	12.30	     	 0.18	-1.42	II
15.58	14.23	13.45	12.56	12.21	12.23	     	     	 0.60	     	II
14.67	13.96	13.55	13.13	12.89	12.52	11.68	 9.04	 0.00	-1.16	II
15.29	13.89	13.08	11.69	11.14	10.62	 9.67	     	 0.65	-0.52	II
14.49	13.75	13.49	12.91	12.70	     	     	     	 0.11	     	II
 8.97	 8.73	 8.47	 8.13	 7.90	 7.57	 7.09	     	 0.00	-1.62	II
15.20	14.13	13.57	12.62	12.09	     	     	     	 0.36	     	II
13.82	12.65	11.80	10.81	10.24	 9.77	 9.15	     	 0.25	-0.94	II
15.58	14.16	12.93	11.61	10.93	10.41	 9.57	     	 0.29	-0.53	II
